Test 1.1/1.1 PL Oncoming-trayectorias
(0.0000, -10.0000)
(0.0000, 0.0000)
(0.0000, 10.0000)
(0.0000, 0.0000)
(0.0000, -9.9994)
(0.0000, 0.0556)
(0.0000, 9.9994)
(0.0000, -0.0556)
(0.0000, -9.9983)
(0.0000, 0.1101)
(0.0000, 9.9983)
(0.0000, -0.1101)
(0.0000, -9.9967)
(0.0000, 0.1636)
(0.0000, 9.9967)
(0.0000, -0.1636)
(0.0000, -9.9945)
(0.0000, 0.2161)
(0.0000, 9.9945)
(0.0000, -0.2161)
(0.0000, -9.9919)
(0.0000, 0.2677)
(0.0000, 9.9919)
(0.0000, -0.2677)
(0.0000, -9.9887)
(0.0000, 0.3183)
(0.0000, 9.9887)
(0.0000, -0.3183)
(0.0000, -9.9850)
(0.0000, 0.3679)
(0.0000, 9.9850)
(0.0000, -0.3679)
(0.0000, -9.9808)
(0.0000, 0.4167)
(0.0000, 9.9808)
(0.0000, -0.4167)
(0.0000, -9.9762)
(0.0000, 0.4645)
(0.0000, 9.9762)
(0.0000, -0.4645)
(0.0000, -9.9711)
(0.0000, 0.5115)
(0.0000, 9.9711)
(0.0000, -0.5115)
(0.0000, -9.9655)
(0.0000, 0.5576)
(0.0000, 9.9655)
(0.0000, -0.5576)
(0.0000, -9.9595)
(0.0000, 0.6028)
(0.0000, 9.9595)
(0.0000, -0.6028)
(0.0000, -9.9530)
(0.0000, 0.6472)
(0.0000, 9.9530)
(0.0000, -0.6472)
(0.0000, -9.9461)
(0.0000, 0.6907)
(0.0000, 9.9461)
(0.0000, -0.6907)
(0.0000, -9.9388)
(0.0000, 0.7335)
(0.0000, 9.9388)
(0.0000, -0.7335)
(0.0000, -9.9310)
(0.0000, 0.7755)
(0.0000, 9.9310)
(0.0000, -0.7755)
(0.0000, -9.9228)
(0.0000, 0.8166)
(0.0000, 9.9228)
(0.0000, -0.8166)
(0.0000, -9.9143)
(0.0000, 0.8571)
(0.0000, 9.9143)
(0.0000, -0.8570)
(0.0000, -9.9053)
(0.0000, 0.8967)
(0.0000, 9.9053)
(0.0000, -0.8967)
(0.0000, -9.8959)
(0.0000, 0.9356)
(0.0000, 9.8959)
(0.0000, -0.9356)
(0.0000, -9.8862)
(0.0000, 0.9738)
(0.0000, 9.8862)
(0.0000, -0.9738)
(0.0000, -9.8761)
(0.0000, 1.0113)
(0.0000, 9.8761)
(0.0000, -1.0113)
(0.0000, -9.8656)
(0.0000, 1.0481)
(0.0000, 9.8656)
(0.0000, -1.0480)
(0.0000, -9.8548)
(0.0000, 1.0842)
(0.0000, 9.8548)
(0.0000, -1.0841)
(0.0000, -9.8436)
(0.0000, 1.1196)
(0.0000, 9.8436)
(0.0000, -1.1195)
(0.0000, -9.8320)
(0.0000, 1.1543)
(0.0000, 9.8320)
(0.0000, -1.1542)
(0.0000, -9.8202)
(0.0000, 1.1884)
(0.0000, 9.8202)
(0.0000, -1.1883)
(0.0000, -9.8079)
(0.0000, 1.2218)
(0.0000, 9.8079)
(0.0000, -1.2218)
(0.0000, -9.7954)
(0.0000, 1.2546)
(0.0000, 9.7954)
(0.0000, -1.2545)
(0.0000, -9.7825)
(0.0000, 1.2868)
(0.0000, 9.7825)
(0.0000, -1.2867)
(0.0000, -9.7693)
(0.0000, 1.3184)
(0.0000, 9.7693)
(0.0000, -1.3183)
(0.0000, -9.7558)
(0.0000, 1.3493)
(0.0000, 9.7559)
(0.0000, -1.3492)
(0.0000, -9.7420)
(0.0000, 1.3797)
(0.0000, 9.7421)
(0.0000, -1.3796)
(0.0000, -9.7280)
(0.0000, 1.4095)
(0.0000, 9.7280)
(0.0000, -1.4094)
(0.0000, -9.7136)
(0.0000, 1.4387)
(0.0000, 9.7136)
(0.0000, -1.4386)
(0.0000, -9.6989)
(0.0000, 1.4674)
(0.0000, 9.6989)
(0.0000, -1.4673)
(0.0000, -9.6839)
(0.0000, 1.4955)
(0.0000, 9.6839)
(0.0000, -1.4954)
(0.0000, -9.6687)
(0.0000, 1.5231)
(0.0000, 9.6687)
(0.0000, -1.5229)
(0.0000, -9.6532)
(0.0000, 1.5501)
(0.0000, 9.6532)
(0.0000, -1.5500)
(0.0000, -9.6374)
(0.0000, 1.5766)
(0.0000, 9.6375)
(0.0000, -1.5765)
(0.0000, -9.6214)
(0.0000, 1.6026)
(0.0000, 9.6214)
(0.0000, -1.6025)
(0.0000, -9.6051)
(0.0000, 1.6281)
(0.0000, 9.6052)
(0.0000, -1.6280)
(0.0000, -9.5886)
(0.0000, 1.6531)
(0.0000, 9.5886)
(0.0000, -1.6529)
(0.0000, -9.5718)
(0.0000, 1.6776)
(0.0000, 9.5718)
(0.0000, -1.6775)
(0.0000, -9.5548)
(0.0000, 1.7017)
(0.0000, 9.5548)
(0.0000, -1.7015)
(0.0000, -9.5376)
(0.0000, 1.7252)
(0.0000, 9.5376)
(0.0000, -1.7250)
(0.0000, -9.5201)
(0.0000, 1.7483)
(0.0000, 9.5201)
(0.0000, -1.7481)
(0.0000, -9.5024)
(0.0000, 1.7710)
(0.0000, 9.5024)
(0.0000, -1.7708)
