Test 2.8/2.8 RVO2 Lone vs Group-trayectorias
(-0.5000, 9.9968)
(0.0000, -0.3250)
(0.5000, 3.0140)
(0.0000, 1.4000)
(-0.5000, -0.9998)
(0.0000, 0.0250)
(-0.5000, 2.0003)
(0.0000, 0.0250)
(-0.5000, 3.0140)
(0.0000, 1.4000)
(0.5000, 2.0003)
(0.0000, 0.0250)
(0.5000, -0.9998)
(0.0000, 0.0250)
(-1.5000, -0.9998)
(0.0000, 0.0250)
(-0.5000, 0.0003)
(0.0000, 0.0250)
(0.5000, 0.0003)
(0.0000, 0.0250)
(0.5000, 1.0003)
(0.0000, 0.0250)
(-0.5000, 1.0003)
(0.0000, 0.0250)
(-1.5000, 1.0003)
(0.0000, 0.0250)
(-1.5000, 3.0140)
(0.0000, 1.4000)
(-1.5000, 0.0003)
(0.0000, 0.0250)
(-1.5000, 2.0003)
(0.0000, 0.0250)
(-0.5000, 10.0021)
(0.0000, 0.5375)
(0.5000, 3.0280)
(0.0000, 1.4000)
(-0.5000, -0.9993)
(0.0000, 0.0500)
(-0.5000, 2.0076)
(0.0000, 0.7382)
(-0.5000, 3.0280)
(0.0000, 1.4000)
(0.5000, 2.0076)
(0.0000, 0.7382)
(0.5000, -0.9993)
(0.0000, 0.0500)
(-1.5000, -0.9993)
(0.0000, 0.0500)
(-0.5000, 0.0008)
(0.0000, 0.0500)
(0.5000, 0.0008)
(0.0000, 0.0500)
(0.5000, 1.0008)
(0.0000, 0.0500)
(-0.5000, 1.0008)
(0.0000, 0.0500)
(-1.5000, 1.0008)
(0.0000, 0.0500)
(-1.5000, 3.0280)
(0.0000, 1.4000)
(-1.5000, 0.0008)
(0.0000, 0.0500)
(-1.5000, 2.0076)
(0.0000, 0.7382)
(-0.5000, 10.0118)
(0.0000, 0.9687)
(0.5000, 3.0420)
(0.0000, 1.4000)
(-0.5000, -0.9985)
(0.0000, 0.0750)
(-0.5000, 2.0186)
(0.0000, 1.0951)
(-0.5000, 3.0420)
(0.0000, 1.4000)
(0.5000, 2.0186)
(0.0000, 1.0951)
(0.5000, -0.9985)
(0.0000, 0.0750)
(-1.5000, -0.9985)
(0.0000, 0.0750)
(-0.5000, 0.0015)
(0.0000, 0.0750)
(0.5000, 0.0015)
(0.0000, 0.0750)
(0.5000, 1.0049)
(0.0000, 0.4194)
(-0.5000, 1.0049)
(0.0000, 0.4194)
(-1.5000, 1.0049)
(0.0000, 0.4194)
(-1.5000, 3.0420)
(0.0000, 1.4000)
(-1.5000, 0.0015)
(0.0000, 0.0750)
(-1.5000, 2.0186)
(0.0000, 1.0951)
(-0.5000, 10.0204)
(0.0000, 0.8609)
(0.5000, 3.0560)
(0.0000, 1.4000)
(-0.5000, -0.9975)
(0.0000, 0.1000)
(-0.5000, 2.0313)
(0.0000, 1.2737)
(-0.5000, 3.0560)
(0.0000, 1.4000)
(0.5000, 2.0313)
(0.0000, 1.2737)
(0.5000, -0.9975)
(0.0000, 0.1000)
(-1.5000, -0.9975)
(0.0000, 0.1000)
(-0.5000, 0.0042)
(0.0000, 0.2724)
(0.5000, 0.0042)
(0.0000, 0.2724)
(0.5000, 1.0128)
(0.0000, 0.7830)
(-0.5000, 1.0128)
(0.0000, 0.7830)
(-1.5000, 1.0128)
(0.0000, 0.7830)
(-1.5000, 3.0560)
(0.0000, 1.4000)
(-1.5000, 0.0042)
(0.0000, 0.2724)
(-1.5000, 2.0313)
(0.0000, 1.2737)
(-0.5000, 10.0285)
(0.0004, 0.8072)
(0.5000, 3.0700)
(0.0000, 1.4000)
(-0.5000, -0.9954)
(0.0000, 0.2113)
(-0.5000, 2.0450)
(0.0000, 1.3631)
(-0.5000, 3.0700)
(0.0000, 1.4000)
(0.5000, 2.0450)
(0.0000, 1.3631)
(0.5000, -0.9954)
(0.0000, 0.2113)
(-1.5000, -0.9954)
(0.0000, 0.2113)
(-0.5000, 0.0098)
(0.0000, 0.5531)
(0.5000, 0.0098)
(0.0000, 0.5531)
(0.5000, 1.0233)
(0.0000, 1.0543)
(-0.5000, 1.0233)
(0.0000, 1.0543)
(-1.5000, 1.0233)
(0.0000, 1.0543)
(-1.5000, 3.0700)
(0.0000, 1.4000)
(-1.5000, 0.0098)
(0.0000, 0.5531)
(-1.5000, 2.0450)
(0.0000, 1.3631)
(-0.4999, 10.0363)
(0.0077, 0.7807)
(0.5000, 3.0840)
(0.0000, 1.4000)
(-0.5000, -0.9913)
(0.0000, 0.4074)
(-0.5000, 2.0590)
(0.0000, 1.4000)
(-0.5000, 3.0840)
(0.0000, 1.4000)
(0.5000, 2.0590)
(0.0000, 1.4000)
(0.5000, -0.9913)
(0.0000, 0.4074)
(-1.5000, -0.9913)
(0.0000, 0.4074)
(-0.5000, 0.0180)
(0.0000, 0.8294)
(0.5000, 0.0180)
(0.0000, 0.8294)
(0.5000, 1.0357)
(0.0000, 1.2348)
(-0.5000, 1.0357)
(0.0000, 1.2348)
(-1.5000, 1.0357)
(0.0000, 1.2348)
(-1.5000, 3.0840)
(0.0000, 1.4000)
(-1.5000, 0.0180)
(0.0000, 0.8294)
(-1.5000, 2.0590)
(0.0000, 1.4000)
(-0.4995, 10.0439)
(0.0392, 0.7642)
(0.5000, 3.0980)
(0.0000, 1.4000)
(-0.5000, -0.9849)
(0.0000, 0.6439)
(-0.5000, 2.0730)
(0.0000, 1.4000)
(-0.5000, 3.0980)
(0.0000, 1.4000)
(0.5000, 2.0730)
(0.0000, 1.4000)
(0.5000, -0.9849)
(0.0000, 0.6439)
(-1.5000, -0.9849)
(0.0000, 0.6439)
(-0.5000, 0.0286)
(0.0000, 1.0579)
(0.5000, 0.0286)
(0.0000, 1.0579)
(0.5000, 1.0491)
(0.0000, 1.3435)
(-0.5000, 1.0491)
(0.0000, 1.3435)
(-1.5000, 1.0491)
(0.0000, 1.3435)
(-1.5000, 3.0980)
(0.0000, 1.4000)
(-1.5000, 0.0286)
(0.0000, 1.0579)
(-1.5000, 2.0730)
(0.0000, 1.4000)
(-0.4991, 10.0514)
(0.0465, 0.7469)
(0.5000, 3.1120)
(0.0000, 1.4000)
(-0.5000, -0.9761)
(0.0000, 0.8766)
(-0.5000, 2.0870)
(0.0000, 1.4000)
(-0.5000, 3.1120)
(0.0000, 1.4000)
(0.5000, 2.0870)
(0.0000, 1.4000)
(0.5000, -0.9761)
(0.0000, 0.8766)
(-1.5000, -0.9761)
(0.0000, 0.8766)
(-0.5000, 0.0409)
(0.0000, 1.2268)
(0.5000, 0.0409)
(0.0000, 1.2268)
(0.5000, 1.0631)
(0.0000, 1.3980)
(-0.5000, 1.0631)
(0.0000, 1.3980)
(-1.5000, 1.0631)
(0.0000, 1.3980)
(-1.5000, 3.1120)
(0.0000, 1.4000)
(-1.5000, 0.0409)
(0.0000, 1.2268)
(-1.5000, 2.0870)
(0.0000, 1.4000)
(-0.4986, 10.0588)
(0.0486, 0.7355)
(0.5000, 3.1260)
(0.0000, 1.4000)
(-0.5000, -0.9653)
(0.0000, 1.0775)
(-0.5000, 2.1010)
(0.0000, 1.4000)
(-0.5000, 3.1260)
(0.0000, 1.4000)
(0.5000, 2.1010)
(0.0000, 1.4000)
(0.5000, -0.9653)
(0.0000, 1.0775)
(-1.5000, -0.9653)
(0.0000, 1.0775)
(-0.5000, 0.0543)
(0.0000, 1.3385)
(0.5000, 0.0543)
(0.0000, 1.3385)
(0.5000, 1.0771)
(0.0000, 1.4000)
(-0.5000, 1.0771)
(0.0000, 1.4000)
(-1.5000, 1.0771)
(0.0000, 1.4000)
(-1.5000, 3.1260)
(0.0000, 1.4000)
(-1.5000, 0.0543)
(0.0000, 1.3385)
(-1.5000, 2.1010)
(0.0000, 1.4000)
(-0.4981, 10.0660)
(0.0493, 0.7278)
(0.5000, 3.1400)
(0.0000, 1.4000)
(-0.5000, -0.9530)
(0.0000, 1.2340)
(-0.5000, 2.1150)
(0.0000, 1.4000)
(-0.5000, 3.1400)
(0.0000, 1.4000)
(0.5000, 2.1150)
(0.0000, 1.4000)
(0.5000, -0.9530)
(0.0000, 1.2340)
(-1.5000, -0.9530)
(0.0000, 1.2340)
(-0.5000, 0.0682)
(0.0000, 1.3954)
(0.5000, 0.0682)
(0.0000, 1.3954)
(0.5000, 1.0911)
(0.0000, 1.4000)
(-0.5000, 1.0911)
(0.0000, 1.4000)
(-1.5000, 1.0911)
(0.0000, 1.4000)
(-1.5000, 3.1400)
(0.0000, 1.4000)
(-1.5000, 0.0682)
